"#	hydrophobicity_PRAM900101.Tr1221	hydrophobicity_PRAM900101.Tr1331	hydrophobicity_PRAM900101.Tr2332	hydrophobicity_ARGP820101.Tr1221	hydrophobicity_ARGP820101.Tr1331	hydrophobicity_ARGP820101.Tr2332	hydrophobicity_ZIMJ680101.Tr1221	hydrophobicity_ZIMJ680101.Tr1331	hydrophobicity_ZIMJ680101.Tr2332	hydrophobicity_PONP930101.Tr1221	hydrophobicity_PONP930101.Tr1331	hydrophobicity_PONP930101.Tr2332	hydrophobicity_CASG920101.Tr1221	hydrophobicity_CASG920101.Tr1331	hydrophobicity_CASG920101.Tr2332	hydrophobicity_ENGD860101.Tr1221	hydrophobicity_ENGD860101.Tr1331	hydrophobicity_ENGD860101.Tr2332	hydrophobicity_FASG890101.Tr1221	hydrophobicity_FASG890101.Tr1331	hydrophobicity_FASG890101.Tr2332	normwaalsvolume.Tr1221	normwaalsvolume.Tr1331	normwaalsvolume.Tr2332	polarity.Tr1221	polarity.Tr1331	polarity.Tr2332	polarizability.Tr1221	polarizability.Tr1331	polarizability.Tr2332	charge.Tr1221	charge.Tr1331	charge.Tr2332	secondarystruct.Tr1221	secondarystruct.Tr1331	secondarystruct.Tr2332	solventaccess.Tr1221	solventaccess.Tr1331	solventaccess.Tr2332"
"tr|D3QX74|D3QX74_ECOCB	0.23809523809523808	0.2222222222222222	0.23015873015873015	0.23015873015873015	0.21428571428571427	0.23015873015873015	0.18253968253968253	0.2857142857142857	0.14285714285714285	0.1984126984126984	0.3253968253968254	0.14285714285714285	0.35714285714285715	0.15079365079365079	0.0873015873015873	0.24603174603174602	0.29365079365079366	0.15873015873015872	0.12698412698412698	0.31746031746031744	0.19047619047619047	0.2698412698412698	0.15079365079365079	0.20634920634920634	0.1984126984126984	0.2698412698412698	0.20634920634920634	0.2777777777777778	0.12698412698412698	0.23015873015873015	0.19047619047619047	0.015873015873015872	0.20634920634920634	0.2857142857142857	0.23809523809523808	0.1746031746031746	0.3412698412698413	0.20634920634920634	0.11904761904761904"
"gi|492019134|ref|WP_005719812.1|	0.240990990990991	0.23648648648648649	0.23198198198198197	0.26126126126126126	0.22072072072072071	0.17342342342342343	0.21846846846846846	0.26576576576576577	0.1036036036036036	0.19144144144144143	0.31756756756756754	0.1554054054054054	0.34684684684684686	0.18018018018018017	0.07432432432432433	0.23873873873873874	0.2972972972972973	0.14189189189189189	0.12837837837837837	0.32657657657657657	0.20045045045045046	0.24324324324324326	0.22522522522522523	0.1891891891891892	0.20495495495495494	0.268018018018018	0.22747747747747749	0.23648648648648649	0.19144144144144143	0.22297297297297297	0.17792792792792791	0.02927927927927928	0.23648648648648649	0.2545045045045045	0.22972972972972974	0.15765765765765766	0.31981981981981983	0.18693693693693694	0.15765765765765766"
"gi|59797626|sp|Q81X78.1|ENO_BACAN	0.2534883720930233	0.20465116279069767	0.23953488372093024	0.28604651162790695	0.2302325581395349	0.14651162790697675	0.2302325581395349	0.2930232558139535	0.07906976744186046	0.2186046511627907	0.28837209302325584	0.1744186046511628	0.3767441860465116	0.14186046511627906	0.07674418604651163	0.25813953488372093	0.24651162790697675	0.1930232558139535	0.1511627906976744	0.29767441860465116	0.22093023255813954	0.3302325581395349	0.18604651162790697	0.13953488372093023	0.2255813953488372	0.2372093023255814	0.2302325581395349	0.32325581395348835	0.17906976744186046	0.14651162790697675	0.14186046511627906	0.03255813953488372	0.24186046511627907	0.2441860465116279	0.2627906976744186	0.1883720930232558	0.32558139534883723	0.1813953488372093	0.1325581395348837"
"UPI000005229B	0.2298507462686567	0.21492537313432836	0.22388059701492538	0.2716417910447761	0.2	0.14029850746268657	0.24776119402985075	0.2656716417910448	0.07462686567164178	0.2	0.32238805970149254	0.14626865671641792	0.40298507462686567	0.11940298507462686	0.041791044776119404	0.25970149253731345	0.24477611940298508	0.18208955223880596	0.15223880597014924	0.3164179104477612	0.20597014925373133	0.2955223880597015	0.2	0.11641791044776119	0.23582089552238805	0.23283582089552238	0.22388059701492538	0.28955223880597014	0.19402985074626866	0.12238805970149254	0.15223880597014924	0.023880597014925373	0.23880597014925373	0.23880597014925373	0.2208955223880597	0.17313432835820897	0.3253731343283582	0.21791044776119403	0.11940298507462686"
"UPI0001E071A2	0.24468085106382978	0.1773049645390071	0.22340425531914893	0.2765957446808511	0.18439716312056736	0.16312056737588654	0.2375886524822695	0.24468085106382978	0.09574468085106383	0.1879432624113475	0.2695035460992908	0.1453900709219858	0.34397163120567376	0.10638297872340426	0.09929078014184398	0.26595744680851063	0.2127659574468085	0.18085106382978725	0.13829787234042554	0.2695035460992908	0.18085106382978725	0.35106382978723405	0.1453900709219858	0.1524822695035461	0.2127659574468085	0.20212765957446807	0.24113475177304963	0.34397163120567376	0.13829787234042554	0.1595744680851064	0.14893617021276595	0.031914893617021274	0.20212765957446807	0.23049645390070922	0.25886524822695034	0.1595744680851064	0.2765957446808511	0.1773049645390071	0.1453900709219858"
"gi|488142178|ref|WP_002213386.1|	0.2716627634660422	0.19437939110070257	0.234192037470726	0.27634660421545665	0.20140515222482436	0.1686182669789227	0.21311475409836064	0.2693208430913349	0.09133489461358314	0.22716627634660422	0.2903981264637002	0.17096018735362997	0.3911007025761124	0.11241217798594848	0.06557377049180328	0.27400468384074944	0.2388758782201405	0.18032786885245902	0.13348946135831383	0.3231850117096019	0.18032786885245902	0.3372365339578454	0.17798594847775176	0.13114754098360656	0.23185011709601874	0.22950819672131148	0.2459016393442623	0.33021077283372363	0.15690866510538642	0.1522248243559719	0.15690866510538642	0.0234192037470726	0.22482435597189696	0.2388758782201405	0.26697892271662765	0.1451990632318501	0.3395784543325527	0.18032786885245902	0.12646370023419204"
"UPI00015E1AE1	0.25386313465783666	0.20750551876379691	0.23178807947019867	0.2913907284768212	0.18543046357615894	0.18984547461368653	0.24061810154525387	0.2582781456953642	0.10816777041942605	0.20309050772626933	0.31125827814569534	0.16335540838852097	0.41501103752759383	0.11258278145695365	0.08609271523178808	0.24282560706401765	0.24944812362030905	0.18543046357615894	0.11037527593818984	0.3200883002207506	0.20750551876379691	0.2803532008830022	0.2052980132450331	0.16997792494481237	0.2229580573951435	0.25165562913907286	0.22737306843267108	0.27593818984547464	0.18763796909492272	0.18763796909492272	0.18984547461368653	0.02869757174392936	0.17439293598233996	0.26490066225165565	0.25165562913907286	0.1456953642384106	0.2980132450331126	0.20088300220750552	0.16335540838852097"
"UPI0001E6200B	0.22567567567567567	0.1864864864864865	0.22837837837837838	0.2702702702702703	0.21891891891891893	0.16756756756756758	0.20135135135135135	0.2945945945945946	0.07837837837837838	0.20675675675675675	0.2635135135135135	0.17567567567567569	0.3783783783783784	0.11486486486486487	0.08513513513513514	0.23648648648648649	0.22972972972972974	0.17702702702702702	0.13108108108108107	0.2756756756756757	0.21756756756756757	0.2918918918918919	0.1837837837837838	0.14054054054054055	0.22432432432432434	0.21486486486486486	0.21351351351351353	0.2891891891891892	0.17297297297297298	0.15135135135135136	0.13243243243243244	0.033783783783783786	0.19324324324324324	0.23243243243243245	0.25675675675675674	0.17027027027027028	0.28378378378378377	0.21621621621621623	0.12837837837837837"
"UPI0000054764	0.27713625866050806	0.20092378752886836	0.23556581986143188	0.2540415704387991	0.24018475750577367	0.15242494226327943	0.20554272517321015	0.29330254041570436	0.08545034642032333	0.21709006928406466	0.3117782909930716	0.15242494226327943	0.3579676674364896	0.15704387990762125	0.07390300230946882	0.26558891454965355	0.24018475750577367	0.18244803695150116	0.15935334872979215	0.3094688221709007	0.20554272517321015	0.3302540415704388	0.17782909930715934	0.11778290993071594	0.22863741339491916	0.23556581986143188	0.24249422632794457	0.3187066974595843	0.16628175519630484	0.12933025404157045	0.15011547344110854	0.023094688221709007	0.2586605080831409	0.2909930715935335	0.2586605080831409	0.17551963048498845	0.325635103926097	0.18244803695150116	0.15242494226327943"
"gi|490335909|ref|WP_004224131.1|	0.24347826086956523	0.1782608695652174	0.2956521739130435	0.2826086956521739	0.29130434782608694	0.15217391304347827	0.2	0.3391304347826087	0.0782608695652174	0.20434782608695654	0.33043478260869563	0.1782608695652174	0.3826086956521739	0.18695652173913044	0.07391304347826087	0.2565217391304348	0.2	0.24782608695652175	0.1565217391304348	0.3	0.26956521739130435	0.29130434782608694	0.24782608695652175	0.11739130434782609	0.3	0.20869565217391303	0.23043478260869565	0.28695652173913044	0.22608695652173913	0.1391304347826087	0.14782608695652175	0.021739130434782608	0.21304347826086956	0.26521739130434785	0.20434782608695654	0.1608695652173913	0.3130434782608696	0.21739130434782608	0.10869565217391304"
"gi|333769664|gb|EGL46762.1|	0.24302788844621515	0.1752988047808765	0.2350597609561753	0.2868525896414343	0.16733067729083664	0.1752988047808765	0.2350597609561753	0.24302788844621515	0.09163346613545817	0.2151394422310757	0.2589641434262948	0.16733067729083664	0.3904382470119522	0.09163346613545817	0.08366533864541832	0.2350597609561753	0.2151394422310757	0.18725099601593626	0.12350597609561753	0.32669322709163345	0.1553784860557769	0.33067729083665337	0.16334661354581673	0.14741035856573706	0.22310756972111553	0.20318725099601595	0.23107569721115537	0.3187250996015936	0.13545816733067728	0.1752988047808765	0.14741035856573706	0.01593625498007968	0.23904382470119523	0.23107569721115537	0.26294820717131473	0.13545816733067728	0.2868525896414343	0.1752988047808765	0.13147410358565736"
"gi|446743625|ref|WP_000820881.1|	0.20958083832335328	0.18562874251497005	0.24251497005988024	0.2754491017964072	0.2245508982035928	0.1407185628742515	0.19461077844311378	0.2934131736526946	0.0718562874251497	0.23952095808383234	0.24251497005988024	0.20958083832335328	0.38922155688622756	0.15269461077844312	0.0688622754491018	0.2245508982035928	0.2125748502994012	0.2155688622754491	0.1407185628742515	0.30538922155688625	0.23652694610778444	0.2874251497005988	0.17664670658682635	0.1497005988023952	0.24850299401197604	0.20359281437125748	0.20958083832335328	0.281437125748503	0.16467065868263472	0.16167664670658682	0.15568862275449102	0.017964071856287425	0.2215568862275449	0.20359281437125748	0.26646706586826346	0.17365269461077845	0.2874251497005988	0.2155688622754491	0.10778443113772455"
"UPI0001F60A65	0.2540415704387991	0.19630484988452657	0.23556581986143188	0.26096997690531176	0.24249422632794457	0.15473441108545036	0.18706697459584296	0.3071593533487298	0.07621247113163972	0.20785219399538107	0.28868360277136257	0.17551963048498845	0.3648960739030023	0.14087759815242495	0.07621247113163972	0.279445727482679	0.23556581986143188	0.18244803695150116	0.14549653579676675	0.2956120092378753	0.21016166281755197	0.3071593533487298	0.19630484988452657	0.13625866050808313	0.23556581986143188	0.22863741339491916	0.22632794457274827	0.3187066974595843	0.18937644341801385	0.14318706697459585	0.14780600461893764	0.03464203233256351	0.24249422632794457	0.27251732101616627	0.24480369515011546	0.18937644341801385	0.3163972286374134	0.17782909930715934	0.13394919168591224"
"UPI0001F60AAE	0.24120603015075376	0.1984924623115578	0.24623115577889448	0.2814070351758794	0.21608040201005024	0.1507537688442211	0.2537688442211055	0.27386934673366836	0.08793969849246232	0.19597989949748743	0.2889447236180904	0.1658291457286432	0.3869346733668342	0.11809045226130653	0.0829145728643216	0.25125628140703515	0.23366834170854273	0.20603015075376885	0.135678391959799	0.30904522613065327	0.19597989949748743	0.314070351758794	0.1934673366834171	0.14321608040201006	0.24371859296482412	0.21105527638190955	0.23869346733668342	0.30402010050251255	0.18341708542713567	0.15326633165829145	0.17336683417085427	0.04522613065326633	0.23115577889447236	0.2185929648241206	0.2537688442211055	0.15829145728643215	0.3442211055276382	0.16331658291457288	0.09547738693467336"
"UPI0000047C5C	0.22560975609756098	0.21341463414634146	0.23170731707317074	0.34146341463414637	0.14634146341463414	0.18292682926829268	0.2865853658536585	0.25609756097560976	0.07317073170731707	0.25609756097560976	0.25609756097560976	0.20121951219512196	0.4817073170731707	0.06707317073170732	0.07926829268292683	0.2682926829268293	0.24390243902439024	0.20121951219512196	0.06097560975609756	0.3780487804878049	0.17073170731707318	0.2865853658536585	0.2073170731707317	0.17682926829268292	0.23780487804878048	0.21951219512195122	0.21951219512195122	0.29878048780487804	0.1951219512195122	0.18902439024390244	0.21341463414634146	0.054878048780487805	0.18902439024390244	0.2926829268292683	0.23170731707317074	0.08536585365853659	0.3597560975609756	0.15853658536585366	0.07926829268292683"
"gi|254804307|ref|YP_003082528.1|	0.21529745042492918	0.2237960339943343	0.22662889518413598	0.3002832861189802	0.19263456090651557	0.19263456090651557	0.2521246458923513	0.2804532577903683	0.1048158640226629	0.2096317280453258	0.3031161473087819	0.19263456090651557	0.43059490084985835	0.12181303116147309	0.06515580736543909	0.2237960339943343	0.2776203966005666	0.17280453257790368	0.13314447592067988	0.3342776203966006	0.21813031161473087	0.29178470254957506	0.1671388101983003	0.1558073654390935	0.22662889518413598	0.26912181303116145	0.19830028328611898	0.2804532577903683	0.1501416430594901	0.17280453257790368	0.1529745042492918	0.014164305949008499	0.20113314447592068	0.23796033994334279	0.23796033994334279	0.2096317280453258	0.3002832861189802	0.20396600566572237	0.1388101983002833"
"UPI00001276DD	0.23290203327171904	0.2033271719038817	0.2365988909426987	0.3049907578558225	0.1977818853974122	0.1423290203327172	0.23475046210720887	0.25693160813308685	0.07948243992606285	0.2199630314232902	0.2828096118299446	0.1645101663585952	0.39186691312384475	0.11090573012939002	0.07024029574861368	0.23290203327171904	0.23290203327171904	0.20702402957486138	0.13493530499075784	0.28650646950092423	0.21626617375231053	0.3364140480591497	0.15526802218114602	0.12939001848428835	0.23475046210720887	0.21256931608133087	0.22365988909426987	0.33271719038817005	0.14417744916820702	0.14048059149722736	0.14602587800369685	0.04251386321626617	0.21256931608133087	0.24399260628465805	0.2513863216266174	0.14417744916820702	0.3031423290203327	0.1922365988909427	0.133086876155268"
"UPI00000007C1	0.22486288848263253	0.21023765996343693	0.24314442413162707	0.3162705667276051	0.1773308957952468	0.12614259597806216	0.2851919561243144	0.2303473491773309	0.07312614259597806	0.20109689213893966	0.27787934186471663	0.19378427787934185	0.42047531992687387	0.09872029250457039	0.04021937842778794	0.22851919561243145	0.23217550274223034	0.22120658135283364	0.1206581352833638	0.29981718464351004	0.21937842778793418	0.3290676416819013	0.17184643510054845	0.1425959780621572	0.24862888482632542	0.2230347349177331	0.21572212065813529	0.33638025594149906	0.15722120658135283	0.15722120658135283	0.1663619744058501	0.038391224862888484	0.20292504570383912	0.2303473491773309	0.25594149908592323	0.1425959780621572	0.32541133455210236	0.18647166361974407	0.10968921389396709"
"gi|45645206|sp|Q9KJ23.2|CH60_LACJO	0.24723247232472326	0.1992619926199262	0.2140221402214022	0.33025830258302585	0.1900369003690037	0.13837638376383765	0.25092250922509224	0.25092250922509224	0.07380073800738007	0.2177121771217712	0.2767527675276753	0.14760147601476015	0.4022140221402214	0.11070110701107011	0.055350553505535055	0.24723247232472326	0.2177121771217712	0.1918819188191882	0.14760147601476015	0.3062730627306273	0.2066420664206642	0.32656826568265684	0.14944649446494465	0.13837638376383765	0.21217712177121772	0.21217712177121772	0.23062730627306274	0.3339483394833948	0.14575645756457564	0.14206642066420663	0.16974169741697417	0.04059040590405904	0.22878228782287824	0.23431734317343172	0.26752767527675275	0.14944649446494465	0.3081180811808118	0.1900369003690037	0.13837638376383765"
"tr|F8BDH3|F8BDH3_LISMM	0.2358490566037736	0.21540880503144655	0.22327044025157233	0.23270440251572327	0.22327044025157233	0.21069182389937108	0.17767295597484276	0.32075471698113206	0.11320754716981132	0.16981132075471697	0.3018867924528302	0.1619496855345912	0.3238993710691824	0.15566037735849056	0.11477987421383648	0.20125786163522014	0.28459119496855345	0.1509433962264151	0.1179245283018868	0.33962264150943394	0.139937106918239	0.27358490566037735	0.16666666666666666	0.2358490566037736	0.1918238993710692	0.2720125786163522	0.1949685534591195	0.23742138364779874	0.14622641509433962	0.2562893081761006	0.15880503144654087	0.03459119496855346	0.2389937106918239	0.26257861635220126	0.19654088050314467	0.16823899371069181	0.29559748427672955	0.20125786163522014	0.15566037735849056"
"gi|334089837|gb|AEG64641.1|	0.2153392330383481	0.1976401179941003	0.23303834808259588	0.24778761061946902	0.2182890855457227	0.168141592920354	0.2153392330383481	0.29793510324483774	0.08849557522123894	0.17994100294985252	0.29793510324483774	0.16224188790560473	0.3687315634218289	0.15634218289085547	0.06784660766961652	0.24778761061946902	0.23008849557522124	0.19469026548672566	0.15634218289085547	0.2743362831858407	0.25073746312684364	0.29793510324483774	0.17404129793510326	0.13569321533923304	0.23008849557522124	0.23008849557522124	0.2182890855457227	0.29793510324483774	0.168141592920354	0.1415929203539823	0.14749262536873156	0.011799410029498525	0.1887905604719764	0.23008849557522124	0.1887905604719764	0.21238938053097345	0.3008849557522124	0.2153392330383481	0.11209439528023599"
"sp|F9VMT6|FBPAP_SULTO	0.2349869451697128	0.1801566579634465	0.2454308093994778	0.2193211488250653	0.23759791122715404	0.21671018276762402	0.18798955613577023	0.3263707571801567	0.1174934725848564	0.20365535248041775	0.25326370757180156	0.18798955613577023	0.391644908616188	0.10182767624020887	0.08616187989556136	0.25326370757180156	0.26109660574412535	0.15926892950391644	0.12010443864229765	0.2898172323759791	0.20365535248041775	0.2689295039164491	0.19843342036553524	0.16971279373368145	0.21409921671018275	0.22715404699738903	0.2245430809399478	0.2924281984334204	0.17493472584856398	0.19321148825065274	0.1618798955613577	0.03655352480417755	0.2010443864229765	0.24281984334203655	0.26109660574412535	0.13838120104438642	0.26631853785900783	0.2245430809399478	0.14882506527415143"
"UPI000002CE66	0.2166172106824926	0.1632047477744807	0.26706231454005935	0.24925816023738873	0.26706231454005935	0.16023738872403562	0.17804154302670624	0.3115727002967359	0.08011869436201781	0.2166172106824926	0.2522255192878338	0.18397626112759644	0.40059347181008903	0.11572700296735905	0.06824925816023739	0.26706231454005935	0.19584569732937684	0.19881305637982197	0.1394658753709199	0.2522255192878338	0.26409495548961426	0.27002967359050445	0.19584569732937684	0.1394658753709199	0.24629080118694363	0.18991097922848665	0.20178041543026706	0.3264094955489614	0.16913946587537093	0.1661721068249258	0.12166172106824925	0.008902077151335312	0.12759643916913946	0.20771513353115728	0.29673590504451036	0.1661721068249258	0.2433234421364985	0.2403560830860534	0.13649851632047477"
