"#	hydrophobicity_PRAM900101.G1	hydrophobicity_PRAM900101.G2	hydrophobicity_PRAM900101.G3	hydrophobicity_ARGP820101.G1	hydrophobicity_ARGP820101.G2	hydrophobicity_ARGP820101.G3	hydrophobicity_ZIMJ680101.G1	hydrophobicity_ZIMJ680101.G2	hydrophobicity_ZIMJ680101.G3	hydrophobicity_PONP930101.G1	hydrophobicity_PONP930101.G2	hydrophobicity_PONP930101.G3	hydrophobicity_CASG920101.G1	hydrophobicity_CASG920101.G2	hydrophobicity_CASG920101.G3	hydrophobicity_ENGD860101.G1	hydrophobicity_ENGD860101.G2	hydrophobicity_ENGD860101.G3	hydrophobicity_FASG890101.G1	hydrophobicity_FASG890101.G2	hydrophobicity_FASG890101.G3	normwaalsvolume.G1	normwaalsvolume.G2	normwaalsvolume.G3	polarity.G1	polarity.G2	polarity.G3	polarizability.G1	polarizability.G2	polarizability.G3	charge.G1	charge.G2	charge.G3	secondarystruct.G1	secondarystruct.G2	secondarystruct.G3	solventaccess.G1	solventaccess.G2	solventaccess.G3"
"sp|Q15386|UBE3C_HUMAN	0.3120960295475531	0.3333333333333333	0.3545706371191136	0.3785780240073869	0.2853185595567867	0.3361034164358265	0.5041551246537396	0.1680517082179132	0.3277931671283472	0.42105263157894735	0.1883656509695291	0.3905817174515236	0.5346260387811634	0.32594644506001846	0.1394275161588181	0.4155124653739612	0.23822714681440443	0.3462603878116343	0.3591874422899354	0.17543859649122806	0.46537396121883656	0.3379501385041551	0.40350877192982454	0.25854108956602034	0.39058171745152354	0.2760849492151431	0.3333333333333333	0.2742382271468144	0.46722068328716526	0.2585410895660203	0.10987996306555864	0.7719298245614035	0.11819021237303784	0.45891043397968606	0.2760849492151431	0.2650046168051708	0.43490304709141275	0.3120960295475531	0.2530009233610341"
"sp|Q93038|TNR25_HUMAN	0.2541966426858513	0.42685851318944845	0.31894484412470026	0.3597122302158273	0.37410071942446044	0.26618705035971224	0.5539568345323741	0.2038369304556355	0.2422062350119904	0.38369304556354916	0.27577937649880097	0.3405275779376498	0.5299760191846523	0.33573141486810554	0.13429256594724215	0.38609112709832133	0.31894484412470026	0.29496402877697836	0.2997601918465228	0.2302158273381295	0.4700239808153477	0.5011990407673861	0.2997601918465228	0.1990407673860911	0.3405275779376499	0.37889688249400477	0.28057553956834536	0.3381294964028777	0.4628297362110312	0.1990407673860911	0.08633093525179857	0.8129496402877698	0.10071942446043158	0.45323741007194246	0.2709832134292566	0.2757793764988009	0.48201438848920863	0.2541966426858513	0.2637889688249401"
"sp|O94811|TPPP_HUMAN	0.365296803652968	0.4246575342465753	0.21004566210045666	0.4200913242009132	0.4018264840182648	0.17808219178082196	0.5981735159817352	0.228310502283105	0.1735159817351598	0.4840182648401826	0.2922374429223744	0.22374429223744297	0.6484018264840182	0.2602739726027397	0.09132420091324206	0.4429223744292237	0.3515981735159817	0.20547945205479462	0.4383561643835616	0.2100456621004566	0.35159817351598177	0.4657534246575342	0.2602739726027397	0.27397260273972607	0.2237442922374429	0.3881278538812785	0.38812785388127863	0.410958904109589	0.3150684931506849	0.27397260273972607	0.1872146118721461	0.6712328767123288	0.14155251141552516	0.4703196347031963	0.228310502283105	0.3013698630136986	0.4018264840182648	0.365296803652968	0.23287671232876717"
"sp|Q9Y4J8|DTNA_HUMAN	0.34589502018842533	0.36877523553162855	0.2853297442799461	0.4226110363391655	0.30955585464333785	0.26783310901749663	0.566621803499327	0.17227456258411844	0.26110363391655456	0.4845222072678331	0.20592193808882908	0.3095558546433378	0.5921938088829072	0.3135935397039031	0.09421265141318974	0.45625841184387617	0.2651413189771198	0.27860026917900405	0.39703903095558546	0.19515477792732167	0.4078061911170929	0.38088829071332436	0.3835800807537012	0.23553162853297438	0.30955585464333785	0.3162853297442799	0.3741588156123822	0.3041722745625841	0.46029609690444145	0.23553162853297444	0.1117092866756393	0.7685060565275909	0.11978465679676986	0.49259757738896365	0.21534320323014805	0.29205921938088825	0.3633916554508748	0.34589502018842533	0.29071332436069985"
"sp|Q8NCR0|B3GL2_HUMAN	0.3	0.346	0.354	0.38	0.3	0.32	0.526	0.186	0.288	0.406	0.206	0.388	0.528	0.328	0.14399999999999996	0.414	0.264	0.32200000000000006	0.32	0.208	0.472	0.366	0.4	0.23399999999999999	0.388	0.286	0.326	0.286	0.48	0.23399999999999999	0.094	0.784	0.122	0.408	0.306	0.2860000000000001	0.468	0.3	0.23200000000000004"
"sp|Q5T5Y3|CAMP1_HUMAN	0.3564294631710362	0.39325842696629215	0.25031210986267166	0.4101123595505618	0.3383270911360799	0.2515605493133583	0.5580524344569289	0.19662921348314608	0.24531835205992505	0.5149812734082397	0.2153558052434457	0.2696629213483146	0.6210986267166042	0.2983770287141074	0.08052434456928842	0.47752808988764045	0.2784019975031211	0.2440699126092385	0.43570536828963796	0.1853932584269663	0.3789013732833958	0.42134831460674155	0.3439450686641698	0.2347066167290886	0.2696629213483146	0.3464419475655431	0.3838951310861423	0.33208489388264667	0.4332084893882647	0.2347066167290887	0.13670411985018727	0.715980024968789	0.14731585518102375	0.4937578027465668	0.19912609238451934	0.3071161048689139	0.3589263420724095	0.3564294631710362	0.28464419475655434"
"sp|Q9H1B5|XYLT2_HUMAN	0.29364161849710985	0.41040462427745666	0.29595375722543354	0.37572254335260113	0.3225433526011561	0.3017341040462428	0.5595375722543353	0.16416184971098266	0.276300578034682	0.4184971098265896	0.2566473988439306	0.3248554913294798	0.5676300578034682	0.330635838150289	0.10173410404624278	0.42658959537572255	0.30289017341040464	0.27052023121387275	0.33641618497109826	0.23121387283236994	0.4323699421965318	0.42427745664739885	0.3283236994219653	0.24739884393063588	0.3248554913294798	0.3560693641618497	0.3190751445086705	0.32947976878612717	0.423121387283237	0.24739884393063583	0.11329479768786127	0.7803468208092486	0.10635838150289012	0.4485549132947977	0.2543352601156069	0.2971098265895954	0.4346820809248555	0.29364161849710985	0.27167630057803466"
"sp|Q5VZL5|ZMYM4_HUMAN	0.3430232558139535	0.3669250645994832	0.29005167958656336	0.43669250645994834	0.3107235142118863	0.2525839793281654	0.5348837209302325	0.21834625322997417	0.24677002583979332	0.522609819121447	0.16020671834625322	0.3171834625322998	0.6117571059431525	0.2622739018087855	0.12596899224806202	0.44573643410852715	0.27002583979328165	0.2842377260981912	0.4011627906976744	0.21059431524547803	0.38824289405684753	0.4108527131782946	0.35594315245478036	0.233204134366925	0.31718346253229973	0.32170542635658916	0.36111111111111105	0.313953488372093	0.4528423772609819	0.23320413436692505	0.11757105943152454	0.7596899224806202	0.12273901808785526	0.42377260981912146	0.26679586563307495	0.3094315245478036	0.36757105943152457	0.3430232558139535	0.28940568475452194"
"sp|Q9NY26|S39A1_HUMAN	0.17901234567901234	0.4012345679012346	0.41975308641975306	0.3117283950617284	0.31790123456790126	0.3703703703703703	0.4783950617283951	0.16049382716049382	0.3611111111111111	0.2993827160493827	0.2716049382716049	0.42901234567901236	0.42592592592592593	0.45987654320987653	0.11419753086419754	0.27469135802469136	0.3148148148148148	0.4104938271604938	0.2345679012345679	0.19135802469135801	0.5740740740740742	0.4074074074074074	0.4382716049382716	0.15432098765432095	0.42901234567901236	0.36728395061728397	0.20370370370370366	0.32098765432098764	0.5246913580246914	0.154320987654321	0.05246913580246913	0.8734567901234568	0.07407407407407407	0.5308641975308642	0.2345679012345679	0.2345679012345679	0.6111111111111112	0.17901234567901234	0.2098765432098765"
"sp|Q9HBJ8|CLTRN_HUMAN	0.3063063063063063	0.30180180180180183	0.3918918918918919	0.34234234234234234	0.31981981981981983	0.3378378378378378	0.4954954954954955	0.1891891891891892	0.31531531531531526	0.4189189189189189	0.18018018018018017	0.40090090090090097	0.5	0.3063063063063063	0.1936936936936937	0.3918918918918919	0.23873873873873874	0.36936936936936937	0.2927927927927928	0.2072072072072072	0.5	0.34684684684684686	0.4099099099099099	0.24324324324324326	0.4009009009009009	0.2747747747747748	0.3243243243243243	0.2702702702702703	0.4864864864864865	0.2432432432432432	0.0990990990990991	0.7792792792792793	0.1216216216216216	0.4189189189189189	0.32432432432432434	0.2567567567567568	0.46846846846846846	0.3063063063063063	0.22522522522522526"
"sp|O14979|HNRDL_HUMAN	0.35714285714285715	0.4595238095238095	0.1833333333333333	0.4523809523809524	0.3	0.24761904761904768	0.6190476190476191	0.14047619047619048	0.24047619047619045	0.4595238095238095	0.3	0.24047619047619057	0.6595238095238095	0.25952380952380955	0.08095238095238094	0.49523809523809526	0.32857142857142857	0.17619047619047618	0.3904761904761905	0.26904761904761904	0.34047619047619054	0.4380952380952381	0.2857142857142857	0.2761904761904762	0.24047619047619048	0.38333333333333336	0.37619047619047613	0.36904761904761907	0.3547619047619048	0.27619047619047615	0.14523809523809525	0.7523809523809524	0.10238095238095235	0.43333333333333335	0.21666666666666667	0.35	0.3738095238095238	0.35714285714285715	0.26904761904761904"
"sp|Q13257|MD2L1_HUMAN	0.34146341463414637	0.2975609756097561	0.3609756097560975	0.4195121951219512	0.2731707317073171	0.30731707317073176	0.5219512195121951	0.18536585365853658	0.2926829268292683	0.47804878048780486	0.12682926829268293	0.3951219512195122	0.5609756097560976	0.28292682926829266	0.15609756097560973	0.4097560975609756	0.24390243902439024	0.34634146341463423	0.3902439024390244	0.17073170731707318	0.4390243902439024	0.32682926829268294	0.45365853658536587	0.21951219512195114	0.3951219512195122	0.25853658536585367	0.3463414634146341	0.28292682926829266	0.4975609756097561	0.2195121951219512	0.11219512195121951	0.7463414634146341	0.14146341463414636	0.4097560975609756	0.35609756097560974	0.23414634146341473	0.424390243902439	0.34146341463414637	0.23414634146341468"
"sp|Q9C0H2|TTYH3_HUMAN	0.23518164435946462	0.4187380497131931	0.34608030592734224	0.37093690248565964	0.3154875717017208	0.3135755258126195	0.5411089866156787	0.1682600382409178	0.29063097514340347	0.372848948374761	0.2390057361376673	0.3881453154875717	0.4894837476099426	0.39961759082217974	0.11089866156787764	0.35564053537284895	0.32122370936902483	0.32313575525812627	0.2982791586998088	0.19120458891013384	0.5105162523900574	0.43021032504780116	0.37093690248565964	0.19885277246653926	0.3881453154875717	0.34990439770554493	0.26195028680688337	0.34608030592734224	0.45506692160611856	0.19885277246653915	0.06692160611854685	0.8317399617590823	0.10133843212237093	0.4416826003824092	0.28489483747609945	0.2734225621414913	0.4933078393881453	0.23518164435946462	0.27151051625239"
"sp|Q9Y6Y9|LY96_HUMAN	0.29375	0.33125	0.37500000000000006	0.36875	0.275	0.35624999999999996	0.4375	0.2125	0.35	0.45625	0.1125	0.43124999999999997	0.53125	0.25625	0.21250000000000002	0.40625	0.225	0.36875	0.34375	0.1875	0.46875	0.34375	0.35625	0.3	0.43125	0.2625	0.30624999999999997	0.25625	0.44375	0.30000000000000004	0.11875	0.79375	0.08750000000000002	0.35	0.36875	0.28125	0.4125	0.29375	0.29375"
"sp|P04920|B3A2_HUMAN	0.2860596293311845	0.39323126510878326	0.3207091055600322	0.3714746172441579	0.32151490733279614	0.307010475423046	0.5350523771152297	0.16599516518936341	0.2989524576954069	0.40451248992747785	0.2610797743755036	0.3344077356970185	0.5511684125705076	0.3408541498791297	0.10797743755036265	0.40209508460918614	0.2852538275584206	0.3126510878323932	0.33682514101531025	0.21434327155519742	0.44883158742949236	0.3988718775181305	0.370668815471394	0.2304593070104754	0.33440773569701854	0.35052377115229655	0.3150684931506849	0.3174858984689766	0.4520547945205479	0.2304593070104755	0.1063658340048348	0.7679290894439967	0.12570507655116847	0.48751007252215955	0.23932312651087834	0.27316680096696216	0.45930701047542305	0.2860596293311845	0.2546333601933924"
"sp|Q9H2J7|S6A15_HUMAN	0.2465753424657534	0.34383561643835614	0.40958904109589045	0.35753424657534244	0.28356164383561644	0.3589041095890412	0.4589041095890411	0.2	0.34109589041095884	0.3835616438356164	0.1643835616438356	0.452054794520548	0.4794520547945205	0.3356164383561644	0.18493150684931514	0.34794520547945207	0.2602739726027397	0.3917808219178082	0.27945205479452057	0.2	0.5205479452054795	0.3561643835616438	0.39863013698630134	0.24520547945205484	0.4520547945205479	0.28904109589041094	0.2589041095890411	0.2876712328767123	0.4671232876712329	0.24520547945205473	0.07534246575342465	0.8232876712328767	0.10136986301369866	0.363013698630137	0.35342465753424657	0.28356164383561644	0.5027397260273972	0.2465753424657534	0.25068493150684934"
"sp|Q9NRA2|S17A5_HUMAN	0.18787878787878787	0.4262626262626263	0.38585858585858585	0.34545454545454546	0.2767676767676768	0.37777777777777777	0.49696969696969695	0.15555555555555556	0.3474747474747475	0.3434343434343434	0.23030303030303031	0.42626262626262623	0.4626262626262626	0.3515151515151515	0.1858585858585859	0.30303030303030304	0.3414141414141414	0.3555555555555556	0.22626262626262628	0.23636363636363636	0.5373737373737374	0.40606060606060607	0.34949494949494947	0.24444444444444452	0.4262626262626263	0.3616161616161616	0.21212121212121204	0.3393939393939394	0.4161616161616162	0.24444444444444446	0.06666666666666667	0.8747474747474747	0.05858585858585863	0.3696969696969697	0.3515151515151515	0.27878787878787886	0.5373737373737374	0.18787878787878787	0.27474747474747474"
"sp|Q8WWY3|PRP31_HUMAN	0.3667334669338677	0.36072144288577157	0.27254509018036066	0.4308617234468938	0.3286573146292585	0.2404809619238477	0.5751503006012024	0.18837675350701402	0.23647294589178355	0.48296593186372744	0.21643286573146292	0.3006012024048097	0.6012024048096193	0.3066132264529058	0.09218436873747493	0.44288577154308617	0.28857715430861725	0.2685370741482966	0.4148296593186373	0.18637274549098196	0.3987975951903807	0.3687374749498998	0.39879759519038077	0.2324649298597195	0.30060120240480964	0.32064128256513025	0.37875751503006005	0.3246492985971944	0.44288577154308617	0.23246492985971945	0.1342685370741483	0.7154308617234469	0.15030060120240474	0.5110220440881763	0.22845691382765532	0.2605210420841684	0.3927855711422846	0.3667334669338677	0.24048096192384777"
"sp|O75354|ENTP6_HUMAN	0.2603305785123967	0.4380165289256198	0.30165289256198347	0.3739669421487603	0.33264462809917356	0.2933884297520661	0.5330578512396694	0.18801652892561985	0.27892561983471076	0.3987603305785124	0.25826446280991733	0.3429752066115703	0.5392561983471075	0.3450413223140496	0.11570247933884292	0.3760330578512397	0.3367768595041322	0.28719008264462814	0.32231404958677684	0.21694214876033058	0.4607438016528925	0.42355371900826444	0.3140495867768595	0.26239669421487605	0.34297520661157027	0.371900826446281	0.2851239669421487	0.3615702479338843	0.3760330578512397	0.26239669421487605	0.11570247933884298	0.7975206611570248	0.08677685950413216	0.44008264462809915	0.29132231404958675	0.26859504132231404	0.4669421487603306	0.2603305785123967	0.2727272727272727"
"sp|A6NFN3|RFOX3_HUMAN	0.2564102564102564	0.5673076923076923	0.17628205128205132	0.3974358974358974	0.2948717948717949	0.30769230769230776	0.5705128205128205	0.125	0.3044871794871795	0.46153846153846156	0.28846153846153844	0.25	0.6057692307692307	0.3141025641025641	0.08012820512820518	0.483974358974359	0.34294871794871795	0.17307692307692302	0.25961538461538464	0.34615384615384615	0.3942307692307693	0.5064102564102564	0.2564102564102564	0.23717948717948723	0.25	0.46794871794871795	0.28205128205128205	0.3782051282051282	0.38461538461538464	0.23717948717948717	0.08012820512820513	0.8365384615384616	0.08333333333333326	0.3685897435897436	0.2980769230769231	0.3333333333333333	0.3717948717948718	0.2564102564102564	0.3717948717948718"
"sp|A1A5B4|ANO9_HUMAN	0.27877237851662406	0.3312020460358056	0.3900255754475703	0.32608695652173914	0.3388746803069054	0.3350383631713555	0.4859335038363171	0.20076726342711	0.31329923273657295	0.3631713554987212	0.21483375959079284	0.42199488491048587	0.4833759590792839	0.3516624040920716	0.1649616368286445	0.38491048593350385	0.24680306905370844	0.36828644501278773	0.3069053708439898	0.17647058823529413	0.5166240409207161	0.329923273657289	0.3797953964194373	0.29028132992327366	0.4219948849104859	0.2710997442455243	0.3069053708439897	0.26342710997442453	0.4462915601023018	0.29028132992327366	0.11125319693094629	0.7851662404092071	0.10358056265984661	0.45268542199488493	0.33248081841432225	0.21483375959079282	0.4731457800511509	0.27877237851662406	0.248081841432225"
"sp|Q8NDV3|SMC1B_HUMAN	0.4477732793522267	0.2534412955465587	0.29878542510121464	0.4145748987854251	0.3311740890688259	0.254251012145749	0.5295546558704454	0.2194331983805668	0.25101214574898784	0.5060728744939271	0.17246963562753037	0.3214574898785425	0.6024291497975709	0.26963562753036435	0.12793522267206475	0.5109311740890689	0.19352226720647772	0.29554655870445345	0.4720647773279352	0.13036437246963561	0.3975708502024292	0.2728744939271255	0.45263157894736844	0.2744939271255061	0.3214574898785425	0.20728744939271254	0.47125506072874496	0.2380566801619433	0.4874493927125506	0.27449392712550613	0.1708502024291498	0.659919028340081	0.16923076923076918	0.5603238866396761	0.24048582995951417	0.1991902834008097	0.3724696356275304	0.4477732793522267	0.17975708502024296"
"sp|Q969I6|S38A4_HUMAN	0.21572212065813529	0.3802559414990859	0.40402193784277884	0.34186471663619744	0.28153564899451555	0.376599634369287	0.4351005484460695	0.1956124314442413	0.36928702010968917	0.37294332723948814	0.1773308957952468	0.449725776965265	0.4625228519195612	0.3711151736745887	0.1663619744058501	0.33455210237659966	0.2687385740402194	0.396709323583181	0.25411334552102377	0.20840950639853748	0.5374771480804387	0.35283363802559414	0.39488117001828155	0.25228519195612437	0.44972577696526506	0.31078610603290674	0.2394881170018282	0.2961608775137112	0.4515539305301645	0.25228519195612426	0.0712979890310786	0.8446069469835467	0.0840950639853747	0.38391224862888484	0.33089579524680074	0.2851919561243144	0.4954296160877514	0.21572212065813529	0.28884826325411334"
"sp|Q86WV1|SKAP1_HUMAN	0.3955431754874652	0.34818941504178275	0.25626740947075205	0.4763231197771588	0.24233983286908078	0.2813370473537604	0.6016713091922006	0.1392757660167131	0.2590529247910863	0.4958217270194986	0.1977715877437326	0.3064066852367687	0.6267409470752089	0.25348189415041783	0.11977715877437328	0.5041782729805014	0.2618384401114206	0.23398328690807796	0.4568245125348189	0.16991643454038996	0.3732590529247911	0.38440111420612816	0.362116991643454	0.2534818941504179	0.3064066852367688	0.2785515320334262	0.41504178272980496	0.33147632311977715	0.415041782729805	0.25348189415041783	0.11142061281337047	0.6713091922005571	0.21727019498607247	0.44846796657381616	0.24512534818941503	0.30640668523676884	0.36768802228412256	0.3955431754874652	0.23676880222841223"
"sp|Q495M3|S36A2_HUMAN	0.19875776397515527	0.36438923395445133	0.43685300207039346	0.3250517598343685	0.2898550724637681	0.38509316770186336	0.4306418219461698	0.19461697722567287	0.3747412008281573	0.36231884057971014	0.17184265010351968	0.4658385093167701	0.4492753623188406	0.3747412008281574	0.17598343685300205	0.2981366459627329	0.2753623188405797	0.42650103519668736	0.2422360248447205	0.2070393374741201	0.5507246376811594	0.37060041407867494	0.40993788819875776	0.2194616977225673	0.4658385093167702	0.3167701863354037	0.2173913043478261	0.29606625258799174	0.484472049689441	0.21946169772256718	0.07246376811594203	0.8633540372670807	0.06418219461697727	0.3995859213250518	0.33747412008281574	0.2629399585921325	0.525879917184265	0.19875776397515527	0.27536231884057977"
